output-path,option-source_path,option-expected_type,option-relevant_ctx,option-error_rounds_max,option-rag,option-temperature,start-time,tests-total,tests-pass,tests-indet,derived-time-elapsed,derived-percent-tests,derived-err-rounds-used,derived-total-tokens-used,derived-final-parses,derived-final-static-errors,derived-err-improve
full-prelude-3-2024-04-04T23:05:50.890Z,testdata/playlist1/,false,false,2,true,0.6,1712271950.9,15,10,3,31.8,66.7,2,6408,true,1,-66.7
full-prelude-3-2024-04-04T23:05:24.988Z,testdata/playlist1/,false,false,2,true,0.6,1712271925.0,15,10,3,25.1,66.7,2,6205,true,1,0.0
full-prelude-3-2024-04-04T23:04:54.646Z,testdata/playlist1/,false,false,2,true,0.6,1712271894.7,15,13,0,29.6,86.7,2,6664,true,0,-100.0
full-prelude-3-2024-04-04T23:04:44.588Z,testdata/todo2/,false,false,0,true,0.6,1712271884.6,12,12,0,9.3,100.0,0,1992,true,0,nan
full-prelude-3-2024-04-04T23:04:31.117Z,testdata/todo2/,false,false,0,true,0.6,1712271871.1,12,12,0,12.8,100.0,0,1991,true,0,nan
full-prelude-3-2024-04-04T23:04:24.991Z,testdata/todo2/,false,false,0,true,0.6,1712271865.0,12,1,11,5.3,8.3,0,1956,true,1,0.0
full-prelude-3-2024-04-04T23:04:05.094Z,testdata/todo2/,false,false,0,true,0.6,1712271845.1,12,9,0,16.9,75.0,0,1983,true,0,nan
full-prelude-3-2024-04-04T23:03:58.745Z,testdata/todo2/,false,false,0,true,0.6,1712271838.8,12,1,11,5.6,8.3,0,1967,true,6,0.0
full-prelude-3-2024-04-04T23:03:52.551Z,testdata/todo2/,false,false,0,true,0.6,1712271832.6,12,9,0,5.5,75.0,0,1992,true,0,nan
full-prelude-3-2024-04-04T23:03:41.522Z,testdata/todo2/,false,false,0,true,0.6,1712271821.5,12,12,0,10.3,100.0,0,2001,true,0,nan
full-prelude-3-2024-04-04T23:03:32.128Z,testdata/todo2/,false,false,0,true,0.6,1712271812.1,12,9,0,8.6,75.0,0,1991,true,0,nan
full-prelude-3-2024-04-04T23:03:24.464Z,testdata/todo2/,false,false,0,true,0.6,1712271804.5,12,9,0,6.9,75.0,0,1997,true,0,nan
full-prelude-3-2024-04-04T23:03:12.533Z,testdata/todo2/,false,false,2,true,0.6,1712271792.5,12,9,0,8.0,75.0,0,1960,true,0,nan
full-prelude-3-2024-04-04T23:03:05.524Z,testdata/todo2/,false,false,2,true,0.6,1712271785.5,12,9,0,6.3,75.0,0,1962,true,0,nan
full-prelude-3-2024-04-04T23:02:53.330Z,testdata/todo2/,false,false,2,true,0.6,1712271773.4,12,12,0,11.4,100.0,1,4133,true,0,-100.0
full-prelude-3-2024-04-04T23:02:43.057Z,testdata/todo2/,false,false,2,true,0.6,1712271763.1,12,9,0,9.4,75.0,0,1987,true,0,nan
full-prelude-3-2024-04-04T23:02:34.385Z,testdata/todo2/,false,false,2,true,0.6,1712271754.4,12,9,0,7.9,75.0,0,1990,true,0,nan
full-prelude-3-2024-04-04T23:02:15.824Z,testdata/todo2/,false,false,2,true,0.6,1712271735.9,12,9,0,17.8,75.0,1,4098,true,0,-100.0
full-prelude-3-2024-04-04T23:02:04.227Z,testdata/todo2/,false,false,2,true,0.6,1712271724.3,12,9,0,10.8,75.0,0,1993,true,0,nan
full-prelude-3-2024-04-04T23:01:55.737Z,testdata/todo2/,false,false,2,true,0.6,1712271715.8,12,9,0,7.6,75.0,0,1959,true,0,nan
full-prelude-3-2024-04-04T23:01:42.109Z,testdata/todo2/,false,false,2,true,0.6,1712271702.1,12,9,0,12.7,75.0,1,4143,true,0,-100.0
full-prelude-2-2024-04-04T22:59:51.351Z,testdata/passwords2/,false,false,0,true,0.6,1712271591.4,12,1,11,20.1,8.3,0,2412,true,10,0.0
full-prelude-2-2024-04-04T22:59:22.780Z,testdata/passwords2/,false,false,2,true,0.6,1712271562.8,12,12,0,27.9,100.0,1,5199,true,0,-100.0
full-prelude-2-2024-04-04T22:59:12.194Z,testdata/emojipaint1/,false,false,0,true,0.6,1712271552.2,10,10,0,9.8,100.0,0,2108,true,0,nan
full-prelude-2-2024-04-04T22:59:02.816Z,testdata/emojipaint1/,false,false,2,true,0.6,1712271542.8,10,10,0,8.6,100.0,0,2088,true,0,nan
full-prelude-2-2024-04-04T22:58:50.835Z,testdata/booking2/,false,false,0,true,0.6,1712271530.9,8,6,0,11.2,75.0,0,2063,true,0,nan
full-prelude-2-2024-04-04T22:58:18.174Z,testdata/booking2/,false,false,2,true,0.6,1712271498.2,8,8,0,31.9,100.0,2,7476,true,1,0.0
full-prelude-2-2024-04-04T22:58:04.481Z,testdata/playlist1/,false,false,0,true,0.6,1712271484.5,15,0,15,13.0,0.0,0,1902,true,4,0.0
full-prelude-2-2024-04-04T22:57:43.591Z,testdata/playlist1/,false,false,2,true,0.6,1712271463.6,15,13,0,20.1,86.7,1,3940,true,0,-100.0
full-prelude-1-2024-04-04T22:56:41.474Z,testdata/todo2/,false,false,0,true,0.6,1712271401.5,12,12,0,7.4,100.0,0,1985,true,0,nan
full-prelude-1-2024-04-04T22:56:18.589Z,testdata/todo2/,false,false,2,true,0.6,1712271378.6,12,9,0,22.1,75.0,1,4224,true,0,-100.0
